"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"2364","Aggravated assault","100  Hobart Av","7/23/2016",100,"HOBART AVE","100  HOBART AV ",-76.1418476028437,43.0126883763857
"2365","Aggravated assault","1100  W  Colvin St","7/23/2016",1100,"W COLVIN ST","1100  W  COLVIN ST ",-76.1569049536822,43.0231477921087
"2366","Aggravated assault","1300  Butternut St","7/23/2016",1300,"BUTTERNUT ST","1300  BUTTERNUT ST ",-76.1433296972061,43.068477148035
"2367","Aggravated assault","300  Prospect Av","7/23/2016",300,"PROSPECT AVE","300  PROSPECT AV ",-76.1492618842256,43.0557172517855
"2368","Aggravated assault","500  W  Colvin St","7/23/2016",500,"W COLVIN ST","500  W  COLVIN ST ",-76.1508576268379,43.0241942093147
"2369","Burglary","800  N  Clinton St","7/23/2016",800,"N CLINTON ST","800  N  CLINTON ST ",-76.1576563568669,43.060637116974
"2370","Larceny","0  Destiny Usa Dr","7/23/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"2371","Larceny","100  Grand Av","7/23/2016",100,"GRAND AVE","100  GRAND AV ",-76.172029296282,43.0409596696504
"2373","Larceny","100  W  Seneca Tpke","7/23/2016",100,"W SENECA TPKE","100  W  SENECA TPKE ",-76.1427301727157,43.0007025721858
"2374","Larceny","1000  S  Mcbride St","7/23/2016",1000,"S MCBRIDE ST","1000  S  MCBRIDE ST ",-76.144002667991,43.0416310773245
"2375","Larceny","400  Roberts Av","7/23/2016",400,"ROBERTS AVE","400  ROBERTS AV ",-76.1718282341478,43.029172346225
"2376","Larceny","400  S  Salina St","7/23/2016",400,"S SALINA ST","400  S  SALINA ST ",-76.1522398138463,43.0470545371716
"2377","Larceny","700  Lancaster Av","7/23/2016",700,"LANCASTER AVE","700  LANCASTER AV ",-76.1233061082975,43.0383447362043
"2378","Murder","100  Lakeview Av","7/23/2016",100,"LAKEVIEW AVE","100  LAKEVIEW AV ",-76.1742549152954,43.0493270119451
"2379","Robbery","1400  Midland Av","7/23/2016",1400,"MIDLAND AVE","1400  MIDLAND AV ",-76.1513411635968,43.0254695328532
"2380","Vehicle theft","200  Kirkpatrick St","7/23/2016",200,"KIRKPATRICK ST","200  KIRKPATRICK ST ",-76.1574665103976,43.063796580331
"2381","Aggravated assault","100  Dickerson St","7/22/2016",100,"DICKERSON ST","100  DICKERSON ST ",-76.1535353039337,43.0443774146349
"2382","Aggravated assault","1000  James St","7/22/2016",1000,"JAMES ST","1000  JAMES ST ",-76.1345493260725,43.059207020147
"2383","Aggravated assault","400  Midland Av","7/22/2016",400,"MIDLAND AVE","400  MIDLAND AV ",-76.155878101975,43.0363437080828
"2384","Burglary","100  Dearborn Pl","7/22/2016",100,"DEARBORN PL","100  DEARBORN PL ",-76.1574742255604,43.0308433894861
"2385","Burglary","100  Tyler Ct","7/22/2016",100,"TYLER CT","100  TYLER CT ",-76.1431038503933,43.04272741553
"2386","Burglary","500  Clarendon St","7/22/2016",500,"CLARENDON ST","500  CLARENDON ST ",-76.1233061082975,43.0383447362043
"2387","Larceny","0  Destiny Usa Dr","7/22/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"2389","Larceny","1000  W  Genesee St","7/22/2016",1000,"W GENESEE ST","1000  W  GENESEE ST ",-76.1705542199292,43.0536571231732
"2390","Larceny","1400  N  State St","7/22/2016",1400,"N STATE ST","1400  N  STATE ST ",-76.1578013188098,43.0642261646868
"2391","Larceny","1400  W  Genesee St","7/22/2016",1400,"W GENESEE ST","1400  W  GENESEE ST ",-76.1802342386086,43.0525048707562
"2392","Larceny","1700  Erie Blvd E","7/22/2016",1700,"ERIE BLVD E","1700  ERIE BLVD E ",-76.1215132238205,43.0492849499349
"2393","Larceny","200  E  Onondaga St","7/22/2016",200,"E ONONDAGA ST","200  E  ONONDAGA ST ",-76.1508341279271,43.0456761021531
"2394","Robbery","2000  Midland Av","7/22/2016",2000,"MIDLAND AVE","2000  MIDLAND AV ",-76.1492852256358,43.0200223706288
"2395","Vehicle theft","100  Richmond Av","7/22/2016",100,"RICHMOND AVE","100  RICHMOND AV ",-76.1662156647587,43.0500033145899
"2396","Aggravated assault","300  Village Dr","7/21/2016",300,"VILLAGE DR","300  VILLAGE DR ",-76.1167722048167,43.0720599559677
"2397","Aggravated assault","500  S  Clinton St","7/21/2016",500,"S CLINTON ST","500  S  CLINTON ST ",-76.1535701159911,43.0470632548416
"2398","Arson","600  E  Division St","7/21/2016",600,"E DIVISION ST","600  E  DIVISION ST ",-76.1502819702631,43.0616672561912
"2399","Burglary","100  Delong Av","7/21/2016",100,"DELONG AVE","100  DELONG AV ",-76.1503337507035,43.0699242166843
"2401","Burglary","100  Roney Ln","7/21/2016",100,"RONEY LN","100  RONEY LN ",-76.1359419249577,43.0219167309359
"2402","Burglary","1100  Avery Av","7/21/2016",1100,"AVERY AVE","1100  AVERY AV ",-76.1977887897155,43.0567294363684
"2403","Burglary","1200  Madison St","7/21/2016",1200,"MADISON ST","1200  MADISON ST ",-76.1290068708881,43.0453015794004
"2404","Burglary","400  Greenwood Pl","7/21/2016",400,"GREENWOOD PL","400  GREENWOOD PL ",-76.1216494135813,43.0399483777066
"2405","Larceny","100  Highland St","7/21/2016",100,"HIGHLAND ST","100  HIGHLAND ST ",-76.1386272183664,43.0572024200134
"2406","Larceny","100  Kensington Rd","7/21/2016",100,"KENSINGTON RD","100  KENSINGTON RD ",-76.1239746077313,43.0320805585783
"2407","Larceny","100  Lafayette Rd","7/21/2016",100,"LAFAYETTE RD","100  LAFAYETTE RD ",-76.1291982498981,43.0012270241094
"2408","Larceny","100  Second North St","7/21/2016",100,"SECOND NORTH ST","100  SECOND NORTH ST ",-76.1513632418442,43.0718895775389
"2409","Larceny","200  W  Jefferson St","7/21/2016",200,"W JEFFERSON ST","200  W  JEFFERSON ST ",-76.1535701159911,43.0470632548416
"2410","Larceny","2500  Erie Blvd E","7/21/2016",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"2411","Larceny","2500  Erie Blvd E","7/21/2016",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"2412","Larceny","300  Burt St","7/21/2016",300,"BURT ST","300  BURT ST ",-76.1473794791112,43.0382348084064
"2413","Larceny","500  W  Newell St","7/21/2016",500,"W NEWELL ST","500  W  NEWELL ST ",-76.153502461103,43.0168423088681
"2414","Larceny","700  First North St","7/21/2016",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"2415","Larceny","700  Westcott St","7/21/2016",700,"WESTCOTT ST","700  WESTCOTT ST ",-76.1191045607773,43.0385662430307
"2416","Robbery","2400  James St","7/21/2016",2400,"JAMES ST","2400  JAMES ST ",-76.1127510756098,43.0685482101259
"2417","Robbery","300  Prospect Av","7/21/2016",300,"PROSPECT AVE","300  PROSPECT AV ",-76.1492618842256,43.0557172517855
"2418","Aggravated assault","100  Shuart Av","7/20/2016",100,"SHUART AVE","100  SHUART AV ",-76.1293071952654,43.0597529728646
"2419","Burglary","100  Rider Av","7/20/2016",100,"RIDER AVE","100  RIDER AV ",-76.180757881877,43.0326395155467
"2420","Burglary","200  Bradford Pkwy","7/20/2016",200,"BRADFORD PKWY","200  BRADFORD PKWY ",-76.106351749001,43.0403841604628
"2421","Burglary","300  Loomis Av","7/20/2016",300,"LOOMIS AVE","300  LOOMIS AV ",-76.1539230721049,43.0085330866805
"2422","Burglary","300  Mertens Av","7/20/2016",300,"MERTENS AVE","300  MERTENS AV ",-76.1366073571529,43.0711256221595
"2423","Burglary","300  W  Kennedy St","7/20/2016",300,"W KENNEDY ST","300  W  KENNEDY ST ",-76.1528434233338,43.0293485083312
"2424","Burglary","600  Atlantic Av","7/20/2016",600,"ATLANTIC AVE","600  ATLANTIC AV ",-76.1556713000723,43.0111323838093
"2425","Larceny","0  Destiny Usa Dr","7/20/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"2426","Larceny","1100  N  Salina St","7/20/2016",1100,"N SALINA ST","1100  N  SALINA ST ",-76.1566874705681,43.064861349553
"2427","Larceny","1200  Butternut St","7/20/2016",1200,"BUTTERNUT ST","1200  BUTTERNUT ST ",-76.1433439278147,43.0663969959583
"2428","Larceny","1600  W  Genesee St","7/20/2016",1600,"W GENESEE ST","1600  W  GENESEE ST ",-76.1850959534861,43.0522574304285
"2429","Larceny","1800  Grant Blvd","7/20/2016",1800,"GRANT BLVD","1800  GRANT BLVD ",-76.1400943248382,43.072234042052
"2430","Larceny","1800  S  State St","7/20/2016",1800,"S STATE ST","1800  S  STATE ST ",-76.1441075729697,43.0274923924586
"2431","Larceny","2200  S  Geddes St","7/20/2016",2200,"S GEDDES ST","2200  S  GEDDES ST ",-76.1743596357527,43.0215054177397
"2432","Larceny","300  Lakeview Av","7/20/2016",300,"LAKEVIEW AVE","300  LAKEVIEW AV ",-76.17933491572,43.0512521095605
"2433","Larceny","400  Butternut St","7/20/2016",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"2434","Larceny","4100  S  Salina St","7/20/2016",4100,"S SALINA ST","4100  S  SALINA ST ",-76.1425438631157,43.0088377895103
"2435","Larceny","600  N  Salina St","7/20/2016",600,"N SALINA ST","600  N  SALINA ST ",-76.1521584845254,43.0592965989761
"2436","Larceny","700  Ostrom Av","7/20/2016",700,"OSTROM AVE","700  OSTROM AV ",-76.1284587518981,43.0393561910923
"2438","Robbery","500  Hickok Av","7/20/2016",500,"HICKOK AVE","500  HICKOK AV ",-76.1132382011746,43.0587379747657
"2439","Vehicle theft","700  N  Townsend St","7/20/2016",700,"N TOWNSEND ST","700  N  TOWNSEND ST ",-76.1490055697422,43.0573753012785
"2440","Aggravated assault","1500  Erie Blvd E","7/19/2016",1500,"ERIE BLVD E","1500  ERIE BLVD E ",-76.1263616530978,43.0501317621511
"2441","Aggravated assault","2800  Burnet Av","7/19/2016",2800,"BURNET AVE","2800  BURNET AV ",-76.0981996917681,43.0599006786976
"2442","Aggravated assault","300  W  Brighton Av","7/19/2016",300,"W BRIGHTON AVE","300  W  BRIGHTON AV ",-76.1492852256358,43.0200223706288
"2443","Aggravated assault","400  Bellevue Av","7/19/2016",400,"BELLEVUE AVE","400  BELLEVUE AV ",-76.1600661670633,43.0334250305205
"2444","Aggravated assault","500  S  Clinton St","7/19/2016",500,"S CLINTON ST","500  S  CLINTON ST ",-76.1535701159911,43.0470632548416
"2445","Burglary","100  Furman St","7/19/2016",100,"FURMAN ST","100  FURMAN ST ",-76.148279174954,43.0318349473845
"2446","Burglary","100  Gebhardt Av","7/19/2016",100,"GEBHARDT AVE","100  GEBHARDT AV ",-76.1524896602602,43.0607977063456
"2447","Burglary","1000  Butternut St","7/19/2016",1000,"BUTTERNUT ST","1000  BUTTERNUT ST ",-76.1433607651424,43.0640560703021
"2448","Burglary","4700  S  Salina St","7/19/2016",4700,"S SALINA ST","4700  S  SALINA ST ",-76.1428149431084,43.0020694967977
"2449","Burglary","500  S  Warren St","7/19/2016",500,"S WARREN ST","500  S  WARREN ST ",-76.1508373421569,43.0454786770633
"2450","Burglary","600  Catherine St","7/19/2016",600,"CATHERINE ST","600  CATHERINE ST ",-76.1444037492439,43.0566056093948
"2451","Burglary","700  N  Salina St","7/19/2016",700,"N SALINA ST","700  N  SALINA ST ",-76.1531172152779,43.0605184759536
"2452","Larceny","0  Destiny Usa Dr","7/19/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"2453","Larceny","100  Edgemont Dr","7/19/2016",100,"EDGEMONT DR","100  EDGEMONT DR ",-76.0935594462781,43.039357053697
"2454","Larceny","1000  Park Av","7/19/2016",1000,"PARK AVE","1000  PARK AV ",-76.1796313900526,43.0523493921626
"2455","Larceny","200  Pulaski St","7/19/2016",200,"PULASKI ST","200  PULASKI ST ",-76.1715968803506,43.0587380485687
"2456","Larceny","2500  Erie Blvd E","7/19/2016",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"2457","Larceny","400  W  Onondaga St","7/19/2016",400,"W ONONDAGA ST","400  W  ONONDAGA ST ",-76.1573165417768,43.0406443618392
"2458","Robbery","100  N  Salina St","7/19/2016",100,"N SALINA ST","100  N  SALINA ST ",-76.1521708073297,43.0508871327153
"2459","Robbery","300  Greenway Av","7/19/2016",300,"GREENWAY AVE","300  GREENWAY AV ",-76.1193903674886,43.0549680105015
"2460","Burglary","0  Destiny Usa Dr","7/18/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"2461","Burglary","100  Harold St","7/18/2016",100,"HAROLD ST","100  HAROLD ST ",-76.142557998644,43.0748089451803
"2462","Burglary","100  S  Carbon St","7/18/2016",100,"S CARBON ST","100  S  CARBON ST ",-76.1433598455768,43.06397032201
"2463","Burglary","100  Walnut Pl","7/18/2016",100,"WALNUT PL","100  WALNUT PL ",-76.1327865249514,43.044170941183
"2464","Burglary","1200  Harrison St","7/18/2016",1200,"HARRISON ST","1200  HARRISON ST ",-76.1305231843898,43.0441503568334
"2465","Burglary","200  Griffiths St","7/18/2016",200,"GRIFFITHS ST","200  GRIFFITHS ST ",-76.1450101707415,43.0688599851473
"2466","Burglary","200  Thayer St","7/18/2016",200,"THAYER ST","200  THAYER ST ",-76.1277799103753,43.0154869503383
"2467","Burglary","2000  Lodi St","7/18/2016",2000,"LODI ST","2000  LODI ST ",-76.1534129461714,43.0633619887946
"2468","Burglary","400  Brattle Rd","7/18/2016",400,"BRATTLE RD","400  BRATTLE RD ",-76.128495278716,43.0683202139036
"2469","Burglary","800  N  Clinton St","7/18/2016",800,"N CLINTON ST","800  N  CLINTON ST ",-76.1576563568669,43.060637116974
"2470","Burglary","800  N  Clinton St","7/18/2016",800,"N CLINTON ST","800  N  CLINTON ST ",-76.1576563568669,43.060637116974
"2471","Larceny","100  Dale St","7/18/2016",100,"DALE ST","100  DALE ST ",-76.1425996363154,43.0751650869299
"2472","Larceny","100  Dell St","7/18/2016",100,"DELL ST","100  DELL ST ",-76.1211393666197,43.0418066653402
"2473","Larceny","100  E  Washington St","7/18/2016",100,"E WASHINGTON ST","100  E  WASHINGTON ST ",-76.1522041405805,43.0495975435855
"2474","Larceny","100  Herz St","7/18/2016",100,"HERZ ST","100  HERZ ST ",-76.1378761079969,43.0757565034423
"2475","Larceny","1100  E  Fayette St","7/18/2016",1100,"E FAYETTE ST","1100  E  FAYETTE ST ",-76.1342906663996,43.0484617349681
"2476","Larceny","200  Mckinley Av","7/18/2016",200,"MCKINLEY AVE","200  MCKINLEY AV ",-76.1425024133451,43.0241165881266
"2477","Larceny","200  W  Adams St","7/18/2016",200,"W ADAMS ST","200  W  ADAMS ST ",-76.1527879283574,43.0425161305847
"2478","Larceny","300  Comstock Av","7/18/2016",300,"COMSTOCK AVE","300  COMSTOCK AV ",-76.1305231843898,43.0441503568334
"2479","Larceny","300  S  Franklin St","7/18/2016",300,"S FRANKLIN ST","300  S  FRANKLIN ST ",-76.1555180183079,43.0487144616953
"2480","Larceny","700  E  Brighton Av","7/18/2016",700,"E BRIGHTON AVE","700  E  BRIGHTON AV ",-76.1329023298923,43.009462030514
"2481","Larceny","700  W  Onondaga St","7/18/2016",700,"W ONONDAGA ST","700  W  ONONDAGA ST ",-76.162221684834,43.0370589999232
"2482","Robbery","400  Velasko Rd","7/18/2016",400,"VELASKO RD","400  VELASKO RD ",-76.1874229834765,43.033492641874
"2483","Vehicle theft","100  S  Clinton St","7/18/2016",100,"S CLINTON ST","100  S  CLINTON ST ",-76.1535425232873,43.0505451121208
"2484","Aggravated assault","100  Marshall St","7/17/2016",100,"MARSHALL ST","100  MARSHALL ST ",-76.1366647391368,43.0416158113748
"2485","Aggravated assault","300  First North St","7/17/2016",300,"FIRST NORTH ST","300  FIRST NORTH ST ",-76.1465286804848,43.0684903836174
"2486","Aggravated assault","300  Fitch St","7/17/2016",300,"FITCH ST","300  FITCH ST ",-76.1731904874964,43.037999807752
"2487","Aggravated assault","800  South Av","7/17/2016",800,"SOUTH AVE","800  SOUTH AV ",-76.1586180412554,43.0304585522443
"2488","Burglary","400  Allen St","7/17/2016",400,"ALLEN ST","400  ALLEN ST ",-76.1168874309062,43.0455228022165
"2489","Larceny","100  Evans St","7/17/2016",100,"EVANS ST","100  EVANS ST ",-76.1551641725924,43.0551638118206
"2490","Larceny","100  Plum St","7/17/2016",100,"PLUM ST","100  PLUM ST ",-76.16049957729,43.0500578841014
"2491","Larceny","1100  E  Genesee St","7/17/2016",1100,"E GENESEE ST","1100  E  GENESEE ST ",-76.1343199339405,43.0468841284306
"2492","Larceny","200  W  Water St","7/17/2016",200,"W WATER ST","200  W  WATER ST ",-76.1535425232873,43.0505451121208
"2493","Larceny","2400  James St","7/17/2016",2400,"JAMES ST","2400  JAMES ST ",-76.1127510756098,43.0685482101259
"2494","Larceny","2900  Grant Blvd","7/17/2016",2900,"GRANT BLVD","2900  GRANT BLVD ",-76.1572183300058,43.075809307298
"2495","Larceny","300  Berkeley Dr","7/17/2016",300,"BERKELEY DR","300  BERKELEY DR ",-76.1266974246306,43.0319234735666
"2496","Larceny","300  Midland Av","7/17/2016",300,"MIDLAND AVE","300  MIDLAND AV ",-76.1560584381237,43.0383539224736
"2497","Larceny","400  Montgomery St","7/17/2016",400,"MONTGOMERY ST","400  MONTGOMERY ST ",-76.1487621501191,43.0470306656881
"2498","Larceny","700  W  Genesee St","7/17/2016",700,"W GENESEE ST","700  W  GENESEE ST ",-76.1630680961035,43.0534639051974
"2499","Vehicle theft","700  Irving Av","7/17/2016",700,"IRVING AVE","700  IRVING AV ",-76.1378363664705,43.0426740187497
"2500","Aggravated assault","1400  N  Salina St","7/16/2016",1400,"N SALINA ST","1400  N  SALINA ST ",-76.1605990820305,43.0679871087858
"2501","Aggravated assault","200  Burns Av","7/16/2016",200,"BURNS AVE","200  BURNS AV ",-76.0918661076336,43.0670380586567
"2502","Burglary","100  Wood Av","7/16/2016",100,"WOOD AVE","100  WOOD AV ",-76.1455627801724,43.0261215642639
"2503","Larceny","0  Destiny Usa Dr","7/16/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"2504","Larceny","0  Destiny Usa Dr","7/16/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"2505","Larceny","100  Dale St","7/16/2016",100,"DALE ST","100  DALE ST ",-76.1425996363154,43.0751650869299
"2506","Larceny","100  Roney Ln","7/16/2016",100,"RONEY LN","100  RONEY LN ",-76.1359419249577,43.0219167309359
"2507","Larceny","1100  N  Salina St","7/16/2016",1100,"N SALINA ST","1100  N  SALINA ST ",-76.1566874705681,43.064861349553
"2508","Larceny","300  S  Salina St","7/16/2016",300,"S SALINA ST","300  S  SALINA ST ",-76.1522226474308,43.0486918177446
"2509","Robbery","500  S  Salina St","7/16/2016",500,"S SALINA ST","500  S  SALINA ST ",-76.1522721403708,43.0443214972217
"2510","Robbery","800  Midland Av","7/16/2016",800,"MIDLAND AVE","800  MIDLAND AV ",-76.1538397020578,43.0314184544448
